query_id,recall_exact,recall_pq,recall_candidate_oracle,recall_all16,recall_exact_oracle,delta_exact_control,total_loss,discovery_loss,ranking_loss,exact_l0_count,pq_l0_count,coverage_exact,coverage_pq,top16_boundary_tie
0,1,1,1,1,1,0,0,0,0,1160,1116,1,1,0
1,1,1,1,1,1,0,0,0,0,1351,1374,1,1,0
2,1,1,1,1,1,0,0,0,0,1224,1238,1,1,0
3,1,1,1,1,1,0,0,0,0,828,817,1,1,0
4,1,1,1,1,1,0,0,0,0,1321,1314,1,1,0
5,1,1,1,1,1,0,0,0,0,1123,1134,1,1,0
6,1,0.90000000000000002,1,1,1,0,0.099999999999999978,0,0.099999999999999978,861,864,1,1,0
7,1,0.90000000000000002,1,1,1,0,0.099999999999999978,0,0.099999999999999978,1594,1579,1,1,0
8,1,1,1,1,1,0,0,0,0,1082,1082,1,1,0
9,1,1,1,1,1,0,0,0,0,1174,1168,1,1,0
10,1,0.90000000000000002,1,1,1,0,0.099999999999999978,0,0.099999999999999978,1056,1216,1,1,0
11,0.90000000000000002,0.90000000000000002,1,1,0.90000000000000002,0,0,-0.099999999999999978,0.099999999999999978,818,1094,0.90000000000000002,1,0
12,0.40000000000000002,0.40000000000000002,0.40000000000000002,0.40000000000000002,0.40000000000000002,0,0,0,0,935,874,0.40000000000000002,0.40000000000000002,0
13,1,0.90000000000000002,1,1,1,0,0.099999999999999978,0,0.099999999999999978,1163,1178,1,1,0
14,1,1,1,1,1,0,0,0,0,813,820,1,1,0
15,0.90000000000000002,0.90000000000000002,0.90000000000000002,0.90000000000000002,0.90000000000000002,0,0,0,0,1528,1522,0.90000000000000002,0.90000000000000002,0
16,1,1,1,1,1,0,0,0,0,956,938,1,1,0
17,1,1,1,1,1,0,0,0,0,748,750,1,1,0
18,1,1,1,1,1,0,0,0,0,949,952,1,1,0
19,1,1,1,1,1,0,0,0,0,913,1017,1,1,0
20,0.59999999999999998,0.59999999999999998,0.59999999999999998,0.59999999999999998,0.59999999999999998,0,0,0,0,1349,1351,0.59999999999999998,0.59999999999999998,0
21,1,1,1,1,1,0,0,0,0,1192,1375,1,1,0
22,1,1,1,1,1,0,0,0,0,1417,1422,1,1,0
23,1,1,1,1,1,0,0,0,0,1315,1182,1,1,0
24,0.69999999999999996,0.69999999999999996,0.69999999999999996,0.69999999999999996,0.69999999999999996,0,0,0,0,965,964,0.69999999999999996,0.69999999999999996,0
25,1,1,1,1,1,0,0,0,0,1054,1070,1,1,0
26,1,1,1,1,1,0,0,0,0,1163,1179,1,1,0
27,0.90000000000000002,0.80000000000000004,0.90000000000000002,0.90000000000000002,0.90000000000000002,0,0.099999999999999978,0,0.099999999999999978,1008,1008,0.90000000000000002,0.90000000000000002,0
28,0.80000000000000004,0.69999999999999996,0.80000000000000004,0.80000000000000004,0.80000000000000004,0,0.10000000000000009,0,0.10000000000000009,1547,1610,0.80000000000000004,0.80000000000000004,0
29,1,0.90000000000000002,1,1,1,0,0.099999999999999978,0,0.099999999999999978,1273,1268,1,1,0
30,1,1,1,1,1,0,0,0,0,955,951,1,1,0
31,0.80000000000000004,0.80000000000000004,0.80000000000000004,0.80000000000000004,0.80000000000000004,0,0,0,0,1844,1809,0.80000000000000004,0.80000000000000004,0
32,0.90000000000000002,0.90000000000000002,0.90000000000000002,0.90000000000000002,0.90000000000000002,0,0,0,0,1423,1418,0.90000000000000002,0.90000000000000002,0
33,1,1,1,1,1,0,0,0,0,1008,1071,1,1,0
