model,scope,condition,metric,permutation,value
R1-I1,oracle1,N0,agreement,30,0.8391115470852017
R1-I1,oracle1,N0,agreement,31,0.8389433856502242
R1-I1,oracle1,N0,agreement,32,0.8405829596412556
R1-I1,oracle1,N0,agreement,33,0.8391255605381166
R1-I1,oracle1,N0,agreement,34,0.8400784753363228
R1-I1,oracle1,N0,agreement,35,0.8404147982062781
R1-I1,oracle1,N0,agreement,36,0.8406670403587444
R1-I1,oracle1,N0,agreement,37,0.8397001121076233
R1-I1,oracle1,N0,agreement,38,0.841255605381166
R1-I1,oracle1,N0,agreement,39,0.8426569506726458
R1-I1,oracle1,N0,agreement,40,0.839447869955157
R1-I1,oracle1,N0,agreement,41,0.8400644618834081
R1-I1,oracle1,N0,agreement,42,0.840765134529148
R1-I1,oracle1,N0,agreement,43,0.8404568385650224
R1-I1,oracle1,N0,agreement,44,0.8400364349775785
R1-I1,oracle1,N0,agreement,45,0.84027466367713
R1-I1,oracle1,N0,agreement,46,0.8397281390134529
R1-I1,oracle1,N0,agreement,47,0.8384949551569507
R1-I1,oracle1,N0,agreement,48,0.8406670403587444
R1-I1,oracle1,N0,agreement,49,0.8400224215246637
R1-I1,oracle1,N0,agreement,50,0.840905269058296
R1-I1,oracle1,N0,agreement,51,0.8398402466367713
R1-I1,oracle1,N0,agreement,52,0.8394758968609866
R1-I1,oracle1,N0,agreement,53,0.8400924887892377
R1-I1,oracle1,N0,agreement,54,0.8412275784753364
R1-I1,oracle1,N0,agreement,55,0.8406530269058295
R1-I1,oracle1,N0,agreement,56,0.8386070627802691
R1-I1,oracle1,N0,agreement,57,0.8398542600896861
R1-I1,oracle1,N0,agreement,58,0.8408211883408072
R1-I1,oracle1,N0,agreement,59,0.8398682735426009
R1-I1,oracle1,N0,agreement,60,0.8392236547085202
R1-I1,oracle1,N0,agreement,61,0.8398682735426009
R1-I1,oracle1,N0,agreement,62,0.8395599775784753
R1-I1,oracle1,N0,agreement,63,0.8403167040358744
R1-I1,oracle1,N0,agreement,64,0.8401625560538116
R1-I1,oracle1,N0,agreement,65,0.8409753363228699
R1-I1,oracle1,N0,agreement,66,0.8375560538116592
R1-I1,oracle1,N0,agreement,67,0.8405409192825112
R1-I1,oracle1,N0,agreement,68,0.8412836322869955
R1-I1,oracle1,N0,agreement,69,0.8387051569506726
R1-I1,oracle1,N0,agreement,70,0.8399383408071749
R1-I1,oracle1,N0,agreement,71,0.8393778026905829
R1-I1,oracle1,N0,agreement,72,0.839307735426009
R1-I1,oracle1,N0,agreement,73,0.839097533632287
R1-I1,oracle1,N0,agreement,74,0.8412976457399103
R1-I1,oracle1,N0,agreement,75,0.8392236547085202
R1-I1,oracle1,N0,agreement,76,0.8394618834080717
R1-I1,oracle1,N0,agreement,77,0.8405969730941704
R1-I1,oracle1,N0,agreement,78,0.8382146860986547
R1-I1,oracle1,N0,agreement,79,0.8400924887892377
R1-I1,oracle1,N0,agreement,80,0.8403727578475336
R1-I1,oracle1,N0,agreement,81,0.8393357623318386
R1-I1,oracle1,N0,agreement,82,0.8415779147982063
R1-I1,oracle1,N0,agreement,83,0.8386491031390134
R1-I1,oracle1,N0,agreement,84,0.8402045964125561
R1-I1,oracle1,N0,agreement,85,0.8404568385650224
R1-I1,oracle1,N0,agreement,86,0.8410594170403587
R1-I1,oracle1,N0,agreement,87,0.8410313901345291
R1-I1,oracle1,N0,agreement,88,0.839658071748879
R1-I1,oracle1,N0,agreement,89,0.8397841928251121
R1-I1,oracle1,N0,agreement,90,0.8397561659192825
R1-I1,oracle1,N0,agreement,91,0.8412415919282511
R1-I1,oracle1,N0,agreement,92,0.8415639013452915
R1-I1,oracle1,N0,agreement,93,0.8403587443946189
R1-I1,oracle1,N0,agreement,94,0.8395599775784753
R1-I1,oracle1,N0,agreement,95,0.8418161434977578
R1-I1,oracle1,N0,agreement,96,0.8395880044843049
R1-I1,oracle1,N0,agreement,97,0.8396160313901345
R1-I1,oracle1,N0,agreement,98,0.8400924887892377
R1-I1,oracle1,N0,agreement,99,0.8406810538116591
R1-I1,oracle1,N0,harmful_fraction,0,0.9049887892376681
R1-I1,oracle1,N0,harmful_fraction,1,0.9013452914798207
R1-I1,oracle1,N0,harmful_fraction,2,0.8982623318385651
R1-I1,oracle1,N0,harmful_fraction,3,0.9003643497757847
R1-I1,oracle1,N0,harmful_fraction,4,0.8982623318385651
R1-I1,oracle1,N0,harmful_fraction,5,0.8968609865470852
R1-I1,oracle1,N0,harmful_fraction,6,0.9037275784753364
R1-I1,oracle1,N0,harmful_fraction,7,0.9049887892376681
R1-I1,oracle1,N0,harmful_fraction,8,0.9007847533632287
R1-I1,oracle1,N0,harmful_fraction,9,0.9019058295964125
R1-I1,oracle1,N0,harmful_fraction,10,0.9016255605381166
R1-I1,oracle1,N0,harmful_fraction,11,0.8977017937219731
R1-I1,oracle1,N0,harmful_fraction,12,0.9002242152466368
R1-I1,oracle1,N0,harmful_fraction,13,0.9014854260089686
R1-I1,oracle1,N0,harmful_fraction,14,0.898122197309417
R1-I1,oracle1,N0,harmful_fraction,15,0.8982623318385651
R1-I1,oracle1,N0,harmful_fraction,16,0.8998038116591929
R1-I1,oracle1,N0,harmful_fraction,17,0.8940582959641256
R1-I1,oracle1,N0,harmful_fraction,18,0.8988228699551569
R1-I1,oracle1,N0,harmful_fraction,19,0.8978419282511211
R1-I1,oracle1,N0,harmful_fraction,20,0.9019058295964125
R1-I1,oracle1,N0,harmful_fraction,21,0.8950392376681614
R1-I1,oracle1,N0,harmful_fraction,22,0.9030269058295964
R1-I1,oracle1,N0,harmful_fraction,23,0.9009248878923767
R1-I1,oracle1,N0,harmful_fraction,24,0.9014854260089686
R1-I1,oracle1,N0,harmful_fraction,25,0.9027466367713004
R1-I1,oracle1,N0,harmful_fraction,26,0.9026065022421524
R1-I1,oracle1,N0,harmful_fraction,27,0.898682735426009
R1-I1,oracle1,N0,harmful_fraction,28,0.8995235426008968
R1-I1,oracle1,N0,harmful_fraction,29,0.898122197309417
R1-I1,oracle1,N0,harmful_fraction,30,0.9040078475336323
R1-I1,oracle1,N0,harmful_fraction,31,0.8996636771300448
R1-I1,oracle1,N0,harmful_fraction,32,0.899103139013453
R1-I1,oracle1,N0,harmful_fraction,33,0.8999439461883408
R1-I1,oracle1,N0,harmful_fraction,34,0.8989630044843049
R1-I1,oracle1,N0,harmful_fraction,35,0.9072309417040358
R1-I1,oracle1,N0,harmful_fraction,36,0.9010650224215246
R1-I1,oracle1,N0,harmful_fraction,37,0.9007847533632287
R1-I1,oracle1,N0,harmful_fraction,38,0.9023262331838565
R1-I1,oracle1,N0,harmful_fraction,39,0.8932174887892377
R1-I1,oracle1,N0,harmful_fraction,40,0.9041479820627802
R1-I1,oracle1,N0,harmful_fraction,41,0.898402466367713
R1-I1,oracle1,N0,harmful_fraction,42,0.9003643497757847
R1-I1,oracle1,N0,harmful_fraction,43,0.9019058295964125
R1-I1,oracle1,N0,harmful_fraction,44,0.9054091928251121
R1-I1,oracle1,N0,harmful_fraction,45,0.9035874439461884
R1-I1,oracle1,N0,harmful_fraction,46,0.8988228699551569
R1-I1,oracle1,N0,harmful_fraction,47,0.9027466367713004
R1-I1,oracle1,N0,harmful_fraction,48,0.8977017937219731
R1-I1,oracle1,N0,harmful_fraction,49,0.9010650224215246
R1-I1,oracle1,N0,harmful_fraction,50,0.9041479820627802
R1-I1,oracle1,N0,harmful_fraction,51,0.8989630044843049
R1-I1,oracle1,N0,harmful_fraction,52,0.9013452914798207
R1-I1,oracle1,N0,harmful_fraction,53,0.8998038116591929
R1-I1,oracle1,N0,harmful_fraction,54,0.8968609865470852
R1-I1,oracle1,N0,harmful_fraction,55,0.9002242152466368
R1-I1,oracle1,N0,harmful_fraction,56,0.898122197309417
R1-I1,oracle1,N0,harmful_fraction,57,0.8992432735426009
R1-I1,oracle1,N0,harmful_fraction,58,0.9038677130044843
R1-I1,oracle1,N0,harmful_fraction,59,0.898542600896861
R1-I1,oracle1,N0,harmful_fraction,60,0.9055493273542601
R1-I1,oracle1,N0,harmful_fraction,61,0.898402466367713
R1-I1,oracle1,N0,harmful_fraction,62,0.9003643497757847
R1-I1,oracle1,N0,harmful_fraction,63,0.8940582959641256
R1-I1,oracle1,N0,harmful_fraction,64,0.8993834080717489
R1-I1,oracle1,N0,harmful_fraction,65,0.8971412556053812
R1-I1,oracle1,N0,harmful_fraction,66,0.9059697309417041
R1-I1,oracle1,N0,harmful_fraction,67,0.8974215246636771
R1-I1,oracle1,N0,harmful_fraction,68,0.898682735426009
R1-I1,oracle1,N0,harmful_fraction,69,0.9021860986547086
R1-I1,oracle1,N0,harmful_fraction,70,0.9044282511210763
R1-I1,oracle1,N0,harmful_fraction,71,0.9012051569506726
R1-I1,oracle1,N0,harmful_fraction,72,0.9040078475336323
R1-I1,oracle1,N0,harmful_fraction,73,0.9021860986547086
R1-I1,oracle1,N0,harmful_fraction,74,0.9017656950672646
R1-I1,oracle1,N0,harmful_fraction,75,0.9019058295964125
R1-I1,oracle1,N0,harmful_fraction,76,0.9028867713004485
R1-I1,oracle1,N0,harmful_fraction,77,0.8989630044843049
R1-I1,oracle1,N0,harmful_fraction,78,0.9034473094170403
R1-I1,oracle1,N0,harmful_fraction,79,0.8974215246636771
R1-I1,oracle1,N0,harmful_fraction,80,0.8974215246636771
R1-I1,oracle1,N0,harmful_fraction,81,0.9041479820627802
R1-I1,oracle1,N0,harmful_fraction,82,0.890695067264574
R1-I1,oracle1,N0,harmful_fraction,83,0.906109865470852
R1-I1,oracle1,N0,harmful_fraction,84,0.8974215246636771
R1-I1,oracle1,N0,harmful_fraction,85,0.8951793721973094
R1-I1,oracle1,N0,harmful_fraction,86,0.8940582959641256
R1-I1,oracle1,N0,harmful_fraction,87,0.8944786995515696
R1-I1,oracle1,N0,harmful_fraction,88,0.898682735426009
R1-I1,oracle1,N0,harmful_fraction,89,0.906810538116592
R1-I1,oracle1,N0,harmful_fraction,90,0.9027466367713004
R1-I1,oracle1,N0,harmful_fraction,91,0.8955997757847534
R1-I1,oracle1,N0,harmful_fraction,92,0.8954596412556054
R1-I1,oracle1,N0,harmful_fraction,93,0.8974215246636771
R1-I1,oracle1,N0,harmful_fraction,94,0.8972813901345291
R1-I1,oracle1,N0,harmful_fraction,95,0.8915358744394619
R1-I1,oracle1,N0,harmful_fraction,96,0.9017656950672646
R1-I1,oracle1,N0,harmful_fraction,97,0.9021860986547086
R1-I1,oracle1,N0,harmful_fraction,98,0.9023262331838565
R1-I1,oracle1,N0,harmful_fraction,99,0.9005044843049327
R1-I1,oracle1,N1,loss,0,0.17289798206278026
R1-I1,oracle1,N1,loss,1,0.1718890134529148
R1-I1,oracle1,N1,loss,2,0.17324831838565022
R1-I1,oracle1,N1,loss,3,0.17254764573991033
R1-I1,oracle1,N1,loss,4,0.17212724215246636
R1-I1,oracle1,N1,loss,5,0.17225336322869955
R1-I1,oracle1,N1,loss,6,0.1749439461883408
R1-I1,oracle1,N1,loss,7,0.1718469730941704
R1-I1,oracle1,N1,loss,8,0.1718469730941704
R1-I1,oracle1,N1,loss,9,0.17270179372197308
R1-I1,oracle1,N1,loss,10,0.17438340807174887
R1-I1,oracle1,N1,loss,11,0.17348654708520178
R1-I1,oracle1,N1,loss,12,0.17244955156950673
R1-I1,oracle1,N1,loss,13,0.17435538116591928
R1-I1,oracle1,N1,loss,14,0.17216928251121077
R1-I1,oracle1,N1,loss,15,0.17302410313901345
R1-I1,oracle1,N1,loss,16,0.17229540358744394
R1-I1,oracle1,N1,loss,17,0.1718890134529148
R1-I1,oracle1,N1,loss,18,0.17258968609865472
R1-I1,oracle1,N1,loss,19,0.1734164798206278
R1-I1,oracle1,N1,loss,20,0.17194506726457398
R1-I1,oracle1,N1,loss,21,0.17393497757847534
R1-I1,oracle1,N1,loss,22,0.17212724215246636
R1-I1,oracle1,N1,loss,23,0.17323430493273542
R1-I1,oracle1,N1,loss,24,0.17233744394618833
R1-I1,oracle1,N1,loss,25,0.17257567264573992
R1-I1,oracle1,N1,loss,26,0.17331838565022423
R1-I1,oracle1,N1,loss,27,0.17092208520179372
R1-I1,oracle1,N1,loss,28,0.17358464125560538
R1-I1,oracle1,N1,loss,29,0.17181894618834082
R1-I1,oracle1,N1,loss,30,0.17483183856502243
R1-I1,oracle1,N1,loss,31,0.17305213004484304
R1-I1,oracle1,N1,loss,32,0.1743133408071749
R1-I1,oracle1,N1,loss,33,0.17257567264573992
R1-I1,oracle1,N1,loss,34,0.17230941704035874
R1-I1,oracle1,N1,loss,35,0.17218329596412557
R1-I1,oracle1,N1,loss,36,0.17309417040358743
R1-I1,oracle1,N1,loss,37,0.1734585201793722
R1-I1,oracle1,N1,loss,38,0.1735285874439462
R1-I1,oracle1,N1,loss,39,0.17348654708520178
R1-I1,oracle1,N1,loss,40,0.1726597533632287
R1-I1,oracle1,N1,loss,41,0.17282791479820628
R1-I1,oracle1,N1,loss,42,0.17152466367713004
R1-I1,oracle1,N1,loss,43,0.1726877802690583
R1-I1,oracle1,N1,loss,44,0.173542600896861
R1-I1,oracle1,N1,loss,45,0.17364069506726457
R1-I1,oracle1,N1,loss,46,0.17317825112107624
R1-I1,oracle1,N1,loss,47,0.17226737668161435
R1-I1,oracle1,N1,loss,48,0.17382286995515694
R1-I1,oracle1,N1,loss,49,0.1726317264573991
R1-I1,oracle1,N1,loss,50,0.17387892376681616
R1-I1,oracle1,N1,loss,51,0.17302410313901345
R1-I1,oracle1,N1,loss,52,0.17148262331838565
R1-I1,oracle1,N1,loss,53,0.17236547085201795
R1-I1,oracle1,N1,loss,54,0.17257567264573992
R1-I1,oracle1,N1,loss,55,0.1726317264573991
R1-I1,oracle1,N1,loss,56,0.1726317264573991
R1-I1,oracle1,N1,loss,57,0.17400504484304932
R1-I1,oracle1,N1,loss,58,0.17216928251121077
R1-I1,oracle1,N1,loss,59,0.17139854260089685
R1-I1,oracle1,N1,loss,60,0.1718609865470852
R1-I1,oracle1,N1,loss,61,0.1726597533632287
R1-I1,oracle1,N1,loss,62,0.17298206278026906
R1-I1,oracle1,N1,loss,63,0.17299607623318386
R1-I1,oracle1,N1,loss,64,0.17225336322869955
R1-I1,oracle1,N1,loss,65,0.17230941704035874
R1-I1,oracle1,N1,loss,66,0.17315022421524665
R1-I1,oracle1,N1,loss,67,0.17214125560538115
R1-I1,oracle1,N1,loss,68,0.17235145739910315
R1-I1,oracle1,N1,loss,69,0.17286995515695067
R1-I1,oracle1,N1,loss,70,0.17222533632286996
R1-I1,oracle1,N1,loss,71,0.1727858744394619
R1-I1,oracle1,N1,loss,72,0.17302410313901345
R1-I1,oracle1,N1,loss,73,0.17221132286995516
R1-I1,oracle1,N1,loss,74,0.17400504484304932
R1-I1,oracle1,N1,loss,75,0.1727578475336323
R1-I1,oracle1,N1,loss,76,0.17385089686098654
R1-I1,oracle1,N1,loss,77,0.17288396860986546
R1-I1,oracle1,N1,loss,78,0.17226737668161435
R1-I1,oracle1,N1,loss,79,0.17313621076233185
R1-I1,oracle1,N1,loss,80,0.1725336322869955
R1-I1,oracle1,N1,loss,81,0.17334641255605382
R1-I1,oracle1,N1,loss,82,0.1720011210762332
R1-I1,oracle1,N1,loss,83,0.17366872197309416
R1-I1,oracle1,N1,loss,84,0.17212724215246636
R1-I1,oracle1,N1,loss,85,0.1735005605381166
R1-I1,oracle1,N1,loss,86,0.17331838565022423
R1-I1,oracle1,N1,loss,87,0.17301008968609866
R1-I1,oracle1,N1,loss,88,0.17155269058295963
R1-I1,oracle1,N1,loss,89,0.1719030269058296
R1-I1,oracle1,N1,loss,90,0.17324831838565022
R1-I1,oracle1,N1,loss,91,0.17362668161434977
R1-I1,oracle1,N1,loss,92,0.17236547085201795
R1-I1,oracle1,N1,loss,93,0.1726737668161435
R1-I1,oracle1,N1,loss,94,0.17270179372197308
R1-I1,oracle1,N1,loss,95,0.17289798206278026
R1-I1,oracle1,N1,loss,96,0.17239349775784754
R1-I1,oracle1,N1,loss,97,0.1733744394618834
R1-I1,oracle1,N1,loss,98,0.17306614349775784
R1-I1,oracle1,N1,loss,99,0.1727858744394619
R1-I1,oracle1,N1,recall,0,0.8271020179372197
R1-I1,oracle1,N1,recall,1,0.8281109865470851
R1-I1,oracle1,N1,recall,2,0.8267516816143498
R1-I1,oracle1,N1,recall,3,0.8274523542600897
R1-I1,oracle1,N1,recall,4,0.8278727578475337
R1-I1,oracle1,N1,recall,5,0.8277466367713004
R1-I1,oracle1,N1,recall,6,0.8250560538116591
R1-I1,oracle1,N1,recall,7,0.8281530269058296
R1-I1,oracle1,N1,recall,8,0.8281530269058296
R1-I1,oracle1,N1,recall,9,0.8272982062780269
R1-I1,oracle1,N1,recall,10,0.8256165919282511
R1-I1,oracle1,N1,recall,11,0.8265134529147982
R1-I1,oracle1,N1,recall,12,0.8275504484304933
R1-I1,oracle1,N1,recall,13,0.8256446188340807
R1-I1,oracle1,N1,recall,14,0.8278307174887892
R1-I1,oracle1,N1,recall,15,0.8269758968609865
R1-I1,oracle1,N1,recall,16,0.827704596412556
R1-I1,oracle1,N1,recall,17,0.8281109865470851
R1-I1,oracle1,N1,recall,18,0.8274103139013453
R1-I1,oracle1,N1,recall,19,0.8265835201793722
R1-I1,oracle1,N1,recall,20,0.828054932735426
R1-I1,oracle1,N1,recall,21,0.8260650224215247
R1-I1,oracle1,N1,recall,22,0.8278727578475337
R1-I1,oracle1,N1,recall,23,0.8267656950672646
R1-I1,oracle1,N1,recall,24,0.8276625560538117
R1-I1,oracle1,N1,recall,25,0.8274243273542601
R1-I1,oracle1,N1,recall,26,0.8266816143497758
R1-I1,oracle1,N1,recall,27,0.8290779147982063
R1-I1,oracle1,N1,recall,28,0.8264153587443946
R1-I1,oracle1,N1,recall,29,0.8281810538116592
R1-I1,oracle1,N1,recall,30,0.8251681614349776
R1-I1,oracle1,N1,recall,31,0.8269478699551569
R1-I1,oracle1,N1,recall,32,0.8256866591928251
R1-I1,oracle1,N1,recall,33,0.8274243273542601
R1-I1,oracle1,N1,recall,34,0.8276905829596413
R1-I1,oracle1,N1,recall,35,0.8278167040358745
R1-I1,oracle1,N1,recall,36,0.8269058295964126
R1-I1,oracle1,N1,recall,37,0.8265414798206278
R1-I1,oracle1,N1,recall,38,0.8264714125560538
R1-I1,oracle1,N1,recall,39,0.8265134529147982
R1-I1,oracle1,N1,recall,40,0.8273402466367713
R1-I1,oracle1,N1,recall,41,0.8271720852017937
R1-I1,oracle1,N1,recall,42,0.82847533632287
R1-I1,oracle1,N1,recall,43,0.8273122197309417
R1-I1,oracle1,N1,recall,44,0.826457399103139
R1-I1,oracle1,N1,recall,45,0.8263593049327355
R1-I1,oracle1,N1,recall,46,0.8268217488789238
R1-I1,oracle1,N1,recall,47,0.8277326233183856
R1-I1,oracle1,N1,recall,48,0.826177130044843
R1-I1,oracle1,N1,recall,49,0.8273682735426009
R1-I1,oracle1,N1,recall,50,0.8261210762331839
R1-I1,oracle1,N1,recall,51,0.8269758968609865
R1-I1,oracle1,N1,recall,52,0.8285173766816144
R1-I1,oracle1,N1,recall,53,0.8276345291479821
R1-I1,oracle1,N1,recall,54,0.8274243273542601
R1-I1,oracle1,N1,recall,55,0.8273682735426009
R1-I1,oracle1,N1,recall,56,0.8273682735426009
R1-I1,oracle1,N1,recall,57,0.8259949551569506
R1-I1,oracle1,N1,recall,58,0.8278307174887892
R1-I1,oracle1,N1,recall,59,0.8286014573991032
R1-I1,oracle1,N1,recall,60,0.8281390134529149
R1-I1,oracle1,N1,recall,61,0.8273402466367713
R1-I1,oracle1,N1,recall,62,0.8270179372197309
R1-I1,oracle1,N1,recall,63,0.8270039237668162
R1-I1,oracle1,N1,recall,64,0.8277466367713004
R1-I1,oracle1,N1,recall,65,0.8276905829596413
R1-I1,oracle1,N1,recall,66,0.8268497757847534
R1-I1,oracle1,N1,recall,67,0.8278587443946188
R1-I1,oracle1,N1,recall,68,0.8276485426008968
R1-I1,oracle1,N1,recall,69,0.8271300448430493
R1-I1,oracle1,N1,recall,70,0.82777466367713
R1-I1,oracle1,N1,recall,71,0.8272141255605381
R1-I1,oracle1,N1,recall,72,0.8269758968609865
R1-I1,oracle1,N1,recall,73,0.8277886771300449
R1-I1,oracle1,N1,recall,74,0.8259949551569506
R1-I1,oracle1,N1,recall,75,0.8272421524663677
R1-I1,oracle1,N1,recall,76,0.8261491031390135
R1-I1,oracle1,N1,recall,77,0.8271160313901346
R1-I1,oracle1,N1,recall,78,0.8277326233183856
R1-I1,oracle1,N1,recall,79,0.8268637892376681
R1-I1,oracle1,N1,recall,80,0.8274663677130045
R1-I1,oracle1,N1,recall,81,0.8266535874439462
R1-I1,oracle1,N1,recall,82,0.8279988789237668
R1-I1,oracle1,N1,recall,83,0.8263312780269059
R1-I1,oracle1,N1,recall,84,0.8278727578475337
R1-I1,oracle1,N1,recall,85,0.8264994394618834
R1-I1,oracle1,N1,recall,86,0.8266816143497758
R1-I1,oracle1,N1,recall,87,0.8269899103139013
R1-I1,oracle1,N1,recall,88,0.8284473094170404
R1-I1,oracle1,N1,recall,89,0.8280969730941704
R1-I1,oracle1,N1,recall,90,0.8267516816143498
R1-I1,oracle1,N1,recall,91,0.8263733183856502
R1-I1,oracle1,N1,recall,92,0.8276345291479821
R1-I1,oracle1,N1,recall,93,0.8273262331838565
R1-I1,oracle1,N1,recall,94,0.8272982062780269
R1-I1,oracle1,N1,recall,95,0.8271020179372197
R1-I1,oracle1,N1,recall,96,0.8276065022421525
R1-I1,oracle1,N1,recall,97,0.8266255605381166
R1-I1,oracle1,N1,recall,98,0.8269338565022422
R1-I1,oracle1,N1,recall,99,0.8272141255605381
R1-I1,oracle1,N1,inversions,0,10.006025784753364
R1-I1,oracle1,N1,inversions,1,9.919002242152466
R1-I1,oracle1,N1,inversions,2,9.94520739910314
R1-I1,oracle1,N1,inversions,3,9.985986547085203
R1-I1,oracle1,N1,inversions,4,9.97365470852018
R1-I1,oracle1,N1,inversions,5,9.870795964125561
R1-I1,oracle1,N1,inversions,6,10.089545964125561
R1-I1,oracle1,N1,inversions,7,9.878363228699552
R1-I1,oracle1,N1,inversions,8,9.936659192825113
R1-I1,oracle1,N1,inversions,9,9.931474215246636
R1-I1,oracle1,N1,inversions,10,10.11042600896861
R1-I1,oracle1,N1,inversions,11,10.030969730941704
R1-I1,oracle1,N1,inversions,12,9.847113228699552
R1-I1,oracle1,N1,inversions,13,9.95697869955157
R1-I1,oracle1,N1,inversions,14,9.909332959641256
R1-I1,oracle1,N1,inversions,15,9.953895739910314
R1-I1,oracle1,N1,inversions,16,9.92572869955157
R1-I1,oracle1,N1,inversions,17,9.90064461883408
R1-I1,oracle1,N1,inversions,18,9.951793721973095
R1-I1,oracle1,N1,inversions,19,9.932315022421525
R1-I1,oracle1,N1,inversions,20,9.96314461883408
R1-I1,oracle1,N1,inversions,21,10.07707399103139
R1-I1,oracle1,N1,inversions,22,9.927270179372197
R1-I1,oracle1,N1,inversions,23,9.910033632286995
R1-I1,oracle1,N1,inversions,24,9.971412556053812
R1-I1,oracle1,N1,inversions,25,9.985285874439462
R1-I1,oracle1,N1,inversions,26,10.007567264573991
R1-I1,oracle1,N1,inversions,27,9.753363228699552
R1-I1,oracle1,N1,inversions,28,10.069927130044842
R1-I1,oracle1,N1,inversions,29,9.944226457399104
R1-I1,oracle1,N1,inversions,30,10.103979820627803
R1-I1,oracle1,N1,inversions,31,10.060958520179373
R1-I1,oracle1,N1,inversions,32,10.065162556053812
R1-I1,oracle1,N1,inversions,33,9.884809417040358
R1-I1,oracle1,N1,inversions,34,9.898963004484305
R1-I1,oracle1,N1,inversions,35,9.991171524663677
R1-I1,oracle1,N1,inversions,36,9.983884529147982
R1-I1,oracle1,N1,inversions,37,10.015835201793722
R1-I1,oracle1,N1,inversions,38,9.990470852017937
R1-I1,oracle1,N1,inversions,39,9.958660313901346
R1-I1,oracle1,N1,inversions,40,9.953335201793722
R1-I1,oracle1,N1,inversions,41,9.961182735426009
R1-I1,oracle1,N1,inversions,42,9.89377802690583
R1-I1,oracle1,N1,inversions,43,9.896300448430493
R1-I1,oracle1,N1,inversions,44,10.065022421524663
R1-I1,oracle1,N1,inversions,45,10.022841928251122
R1-I1,oracle1,N1,inversions,46,9.96244394618834
R1-I1,oracle1,N1,inversions,47,9.948710762331839
R1-I1,oracle1,N1,inversions,48,10.024803811659194
R1-I1,oracle1,N1,inversions,49,10.040639013452914
R1-I1,oracle1,N1,inversions,50,10.041059417040358
R1-I1,oracle1,N1,inversions,51,10.03335201793722
R1-I1,oracle1,N1,inversions,52,9.928531390134529
R1-I1,oracle1,N1,inversions,53,9.972813901345292
R1-I1,oracle1,N1,inversions,54,9.921664798206278
R1-I1,oracle1,N1,inversions,55,9.904007847533633
R1-I1,oracle1,N1,inversions,56,9.960762331838565
R1-I1,oracle1,N1,inversions,57,10.030689461883409
R1-I1,oracle1,N1,inversions,58,9.948850896860986
R1-I1,oracle1,N1,inversions,59,9.83828475336323
R1-I1,oracle1,N1,inversions,60,9.93679932735426
R1-I1,oracle1,N1,inversions,61,9.972253363228699
R1-I1,oracle1,N1,inversions,62,10.001261210762332
R1-I1,oracle1,N1,inversions,63,9.927690582959642
R1-I1,oracle1,N1,inversions,64,9.910874439461884
R1-I1,oracle1,N1,inversions,65,9.942825112107624
R1-I1,oracle1,N1,inversions,66,10.022841928251122
R1-I1,oracle1,N1,inversions,67,9.917881165919283
R1-I1,oracle1,N1,inversions,68,9.883688340807176
R1-I1,oracle1,N1,inversions,69,9.935117713004484
R1-I1,oracle1,N1,inversions,70,9.932735426008968
R1-I1,oracle1,N1,inversions,71,9.889293721973095
R1-I1,oracle1,N1,inversions,72,9.983744394618833
R1-I1,oracle1,N1,inversions,73,10.00210201793722
R1-I1,oracle1,N1,inversions,74,9.988649103139014
R1-I1,oracle1,N1,inversions,75,9.974075112107624
R1-I1,oracle1,N1,inversions,76,10.121496636771301
R1-I1,oracle1,N1,inversions,77,9.97421524663677
R1-I1,oracle1,N1,inversions,78,9.963985426008968
R1-I1,oracle1,N1,inversions,79,9.973094170403588
R1-I1,oracle1,N1,inversions,80,9.983744394618833
R1-I1,oracle1,N1,inversions,81,9.922085201793722
R1-I1,oracle1,N1,inversions,82,9.903307174887892
R1-I1,oracle1,N1,inversions,83,10.021020179372197
R1-I1,oracle1,N1,inversions,84,10.015414798206278
R1-I1,oracle1,N1,inversions,85,10.06320067264574
R1-I1,oracle1,N1,inversions,86,9.98192264573991
R1-I1,oracle1,N1,inversions,87,9.9375
R1-I1,oracle1,N1,inversions,88,9.900364349775785
R1-I1,oracle1,N1,inversions,89,10.060678251121077
R1-I1,oracle1,N1,inversions,90,10.05002802690583
R1-I1,oracle1,N1,inversions,91,10.081698430493274
R1-I1,oracle1,N1,inversions,92,9.95487668161435
R1-I1,oracle1,N1,inversions,93,9.95347533632287
R1-I1,oracle1,N1,inversions,94,9.953335201793722
R1-I1,oracle1,N1,inversions,95,9.961182735426009
R1-I1,oracle1,N1,inversions,96,9.857343049327355
R1-I1,oracle1,N1,inversions,97,9.998878923766815
R1-I1,oracle1,N1,inversions,98,10.046804932735427
R1-I1,oracle1,N1,inversions,99,9.947169282511211
R1-I1,oracle1,N1,agreement,0,0.8271020179372197
R1-I1,oracle1,N1,agreement,1,0.8281109865470851
R1-I1,oracle1,N1,agreement,2,0.8267516816143498
R1-I1,oracle1,N1,agreement,3,0.8274523542600897
R1-I1,oracle1,N1,agreement,4,0.8278727578475337
R1-I1,oracle1,N1,agreement,5,0.8277466367713004
R1-I1,oracle1,N1,agreement,6,0.8250560538116591
R1-I1,oracle1,N1,agreement,7,0.8281530269058296
R1-I1,oracle1,N1,agreement,8,0.8281530269058296
